Stock codes;Year;Publication date;PDF location in old library system;DOI
dab.27.3a4;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/dab.27.3a4.pdf;https://doi.org/10.17895/ices.pub.3106
dab.27.3a4;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/dab.27.3a4.pdf;https://doi.org/10.17895/ices.advice.5641
dgs.27.nea;2018;05/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/dgs.27.nea.pdf;https://doi.org/10.17895/ices.pub.4543
dgs.27.nea;2020;02/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/dgs.27.nea.pdf;https://doi.org/10.17895/ices.advice.5820
ele.2737.nea;2017;07/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ele.2737.nea.pdf;https://doi.org/10.17895/ices.pub.3440
ele.2737.nea;2018;07/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ele.2737.nea.pdf;https://doi.org/10.17895/ices.pub.4601
ele.2737.nea;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ele.2737.nea.pdf;https://doi.org/10.17895/ices.advice.4825
ele.2737.nea;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ele.2737.nea.pdf;https://doi.org/10.17895/ices.advice.5898
ele.2737.nea;2021;04/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ele.2737.nea.pdf;https://doi.org/10.17895/ices.advice.7752
eu.2017.25;2017;07/12/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/Special_requests/eu.2017.25.pdf;https://doi.org/10.17895/ices.pub.3704
fle.27.2223;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/fle.27.2223.pdf;https://doi.org/10.17895/ices.pub.3109
fle.27.2223;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/fle.27.2223.pdf;https://doi.org/10.17895/ices.advice.5273
fle.27.2425;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/fle.27.2425.pdf;https://doi.org/10.17895/ices.pub.3110
fle.27.2425;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/fle.27.2425.pdf;https://doi.org/10.17895/ices.advice.5274
fle.27.2628;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/fle.27.2628.pdf;https://doi.org/10.17895/ices.pub.3111
fle.27.2729-32;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/fle.27.2729-32.pdf;https://doi.org/10.17895/ices.pub.3112
fle.27.3a4;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/fle.27.3a4.pdf;https://doi.org/10.17895/ices.pub.3113
fle.27.3a4;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/fle.27.3a4.pdf;https://doi.org/10.17895/ices.advice.4860
fle.27.3a4;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/fle.27.3a4.pdf;https://doi.org/10.17895/ices.advice.7753
gag.27.nea;2017;06/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/gag.27.nea.pdf;https://doi.org/10.17895/ices.pub.3182
gag.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/gag.27.nea.pdf;https://doi.org/10.17895/ices.advice.4829
gag.27.nea;2021;01/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/gag.27.nea.pdf;https://doi.org/10.17895/ices.advice.7754
gfb.27.nea;2018;07/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/gfb.27.nea.pdf;https://doi.org/10.17895/ices.pub.4395
gfb.27.nea;2020;10/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/gfb.27.nea.pdf;https://doi.org/10.17895/ices.advice.5821
ghl.27.1-2;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ghl.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3048
ghl.27.1-2;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ghl.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4712
ghl.27.1-2;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ghl.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5895
ghl.27.1-2;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ghl.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7755
ghl.27.561214;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ghl.27.561214.pdf;https://doi.org/10.17895/ices.pub.3115
ghl.27.561214;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ghl.27.561214.pdf;https://doi.org/10.17895/ices.pub.4421
ghl.27.561214;2019;12/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ghl.27.561214.pdf;https://doi.org/10.17895/ices.advice.4737
ghl.27.561214;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ghl.27.561214.pdf;https://doi.org/10.17895/ices.advice.5896
ghl.27.561214;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ghl.27.561214.pdf;https://doi.org/10.17895/ices.advice.7756
gug.27.3a47d;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/gug.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.4432
gug.27.3a47d;2020;26/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/gug.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.5822
guq.27.nea;2019;04/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/guq.27.nea.pdf;https://doi.org/10.17895/ices.advice.4830
gur.27.3-8;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/gur.27.3-8.pdf;https://doi.org/10.17895/ices.pub.3028
gur.27.3-8;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/gur.27.3-8.pdf;https://doi.org/10.17895/ices.advice.4881
gur.27.3-8;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/gur.27.3-8.pdf;https://doi.org/10.17895/ices.advice.7757
had.27.1-2;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3117
had.27.1-2;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.1-2.pdf;https://doi.org/10.17895/ices.pub.4410
had.27.1-2;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4713
had.27.1-2;2020;16/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.1-2.pdf;https://doi.org/10.17895/ices.advice.5948
had.27.1-2;2021;04/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.1-2.pdf;https://doi.org/10.17895/ices.advice.8449
had.27.46a20;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.46a20_replaced.pdf;https://doi.org/10.17895/ices.pub.3118
had.27.46a20;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.46a20.pdf;https://doi.org/10.17895/ices.pub.3525
had.27.46a20;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.46a20_replaced.pdf;https://doi.org/10.17895/ices.pub.4435
had.27.46a20;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.46a20.pdf;https://doi.org/10.17895/ices.pub.4618
had.27.46a20;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.46a20_replaced.pdf;https://doi.org/10.17895/ices.advice.4861
had.27.46a20;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.46a20.pdf;https://doi.org/10.17895/ices.advice.5637
had.27.46a20;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.46a20.pdf;https://doi.org/10.17895/ices.advice.5884
had.27.46a20;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.46a20.pdf;https://doi.org/10.17895/ices.advice.7759
had.27.5a;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5a.pdf;https://doi.org/10.17895/ices.pub.3119
had.27.5a;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.5a.pdf;https://doi.org/10.17895/ices.pub.4420
had.27.5a;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.5a.pdf;https://doi.org/10.17895/ices.advice.4738
had.27.5a;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.5a.pdf;https://doi.org/10.17895/ices.advice.7760
had.27.5b;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5b.pdf;https://doi.org/10.17895/ices.pub.3120
had.27.5b;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.5b_replaced.pdf;https://doi.org/10.17895/ices.pub.4413
had.27.5b;2019;29/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.5b.pdf;https://doi.org/10.17895/ices.advice.5694
had.27.5b;2020;30/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.5b.pdf;https://doi.org/10.17895/ices.advice.5934
had.27.5b;2021;30/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.5b.pdf;https://doi.org/10.17895/ices.advice.7761
had.27.6b;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.6b.pdf;https://doi.org/10.17895/ices.pub.3121
had.27.6b;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.6b.pdf;https://doi.org/10.17895/ices.pub.4451
had.27.6b;2019;30/09/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.6b.pdf;https://doi.org/10.17895/ices.advice.5589
had.27.6b;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.6b.pdf;https://doi.org/10.17895/ices.advice.5921
had.27.6b;2021;01/07/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.6b.pdf;https://doi.org/10.17895/ices.advice.7762
had.27.7a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.7a.pdf;https://doi.org/10.17895/ices.pub.3122
had.27.7a;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.7a.pdf;https://doi.org/10.17895/ices.pub.4452
had.27.7a;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.7a.pdf;https://doi.org/10.17895/ices.advice.4784
had.27.7a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.7a.pdf;https://doi.org/10.17895/ices.advice.5917
had.27.7a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.7a_replaced.pdf;https://doi.org/10.17895/ices.advice.7763
had.27.7a;2021;30/11/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.7a.pdf;https://doi.org/10.17895/ices.advice.9137
had.27.7b-k;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.7b-k.pdf;https://doi.org/10.17895/ices.pub.3123
had.27.7b-k;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/had.27.7b-k.pdf;https://doi.org/10.17895/ices.pub.4453
had.27.7b-k;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/had.27.7b-k.pdf;https://doi.org/10.17895/ices.advice.4785
had.27.7b-k;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/had.27.7b-k.pdf;https://doi.org/10.17895/ices.advice.5897
had.27.7b-k;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/had.27.7b-k.pdf;https://doi.org/10.17895/ices.advice.7764
her.27.1-24a514a;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.1-24a514a_replaced.pdf;https://doi.org/10.17895/ices.pub.3024
her.27.1-24a514a;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.1-24a514a.pdf;https://doi.org/10.17895/ices.pub.3392
her.27.1-24a514a;2018;22/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.1-24a514a.pdf;https://doi.org/10.17895/ices.pub.4568
her.27.1-24a514a;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.1-24a514a.pdf;https://doi.org/10.17895/ices.advice.4882
her.27.1-24a514a;2020;30/09/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.1-24a514a.pdf;https://doi.org/10.17895/ices.advice.5876
her.27.1-24a514a;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.1-24a514a.pdf;https://doi.org/10.17895/ices.advice.7765
her.27.20-24;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.20-24.pdf;https://doi.org/10.17895/ices.pub.3126
her.27.20-24;2018;31/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.20-24.pdf;https://doi.org/10.17895/ices.pub.4390
her.27.20-24;2019;28/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.20-24.pdf;https://doi.org/10.17895/ices.advice.4715
her.27.20-24;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.20-24.pdf;https://doi.org/10.17895/ices.advice.5928
her.27.20-24;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.20-24.pdf;https://doi.org/10.17895/ices.advice.7766
her.27.25-2932;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.25-2932.pdf;https://doi.org/10.17895/ices.pub.3127
her.27.25-2932;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.25-2932.pdf;https://doi.org/10.17895/ices.pub.4384
her.27.25-2932;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.25-2932.pdf;https://doi.org/10.17895/ices.advice.4748
her.27.25-2932;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.25-2932.pdf;https://doi.org/10.17895/ices.advice.5828
her.27.25-2932;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.25-2932.pdf;https://doi.org/10.17895/ices.advice.7767
her.27.28;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.28.pdf;https://doi.org/10.17895/ices.pub.3128
her.27.28;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.28.pdf;https://doi.org/10.17895/ices.pub.4382
her.27.28;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.28.pdf;https://doi.org/10.17895/ices.advice.4749
her.27.28;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.28.pdf;https://doi.org/10.17895/ices.advice.5877
her.27.28;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.28.pdf;https://doi.org/10.17895/ices.advice.7768
her.27.3031;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.3031.pdf;https://doi.org/10.17895/ices.pub.3129
her.27.3031;2018;29/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.3031.pdf;https://doi.org/10.17895/ices.pub.4383
her.27.3031;2019;29/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.3031.pdf;https://doi.org/10.17895/ices.advice.4750
her.27.3031;2020;29/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.3031.pdf;https://doi.org/10.17895/ices.advice.5902
her.27.3031;2021;28/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.3031.pdf;https://doi.org/10.17895/ices.advice.7769
her.27.3a47d;2017;31/05/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.3130
her.27.3a47d;2018;31/05/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.4387
her.27.3a47d;2019;28/05/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.4716
her.27.3a47d;2020;28/05/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.6026
her.27.3a47d;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.7770
her.27.5a;2017;13/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.5a.pdf;https://doi.org/10.17895/ices.pub.3131
her.27.5a;2018;13/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.5a.pdf;https://doi.org/10.17895/ices.pub.4423
her.27.5a;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.5a.pdf;https://doi.org/10.17895/ices.advice.4736
her.27.6a7bc;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.6a7bc.pdf;https://doi.org/10.17895/ices.pub.3061
her.27.6a7bc;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.6a7bc.pdf;https://doi.org/10.17895/ices.pub.4473
her.27.6a7bc;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.6a7bc.pdf;https://doi.org/10.17895/ices.advice.4717
her.27.6a7bc;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.6a7bc.pdf;https://doi.org/10.17895/ices.advice.5944
her.27.6a7bc;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.6a7bc.pdf;https://doi.org/10.17895/ices.advice.7772
her.27.irls;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.irls.pdf;https://doi.org/10.17895/ices.pub.3132
her.27.irls;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.irls.pdf;https://doi.org/10.17895/ices.pub.4475
her.27.irls;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.irls.pdf;https://doi.org/10.17895/ices.advice.4718
her.27.irls;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/her.27.irls.pdf;https://doi.org/10.17895/ices.advice.5927
her.27.irls;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.irls.pdf;https://doi.org/10.17895/ices.advice.7773
her.27.nirs;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.nirs.pdf;https://doi.org/10.17895/ices.pub.3133
her.27.nirs;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/her.27.nirs.pdf;https://doi.org/10.17895/ices.pub.4492
her.27.nirs;2019;26/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/her.27.nirs.pdf;https://doi.org/10.17895/ices.advice.4719
her.27.nirs;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/her.27.nirs.pdf;https://doi.org/10.17895/ices.advice.7774
hke.27.3a46-8abd;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hke.27.3a46-8abd.pdf;https://doi.org/10.17895/ices.pub.3134
hke.27.3a46-8abd;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/hke.27.3a46-8abd.pdf;https://doi.org/10.17895/ices.pub.4463
hke.27.3a46-8abd;2019;04/07/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/hke.27.3a46-8abd.pdf;https://doi.org/10.17895/ices.advice.4759
hke.27.3a46-8abd;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/hke.27.3a46-8abd.pdf;https://doi.org/10.17895/ices.advice.5945
hke.27.3a46-8abd;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/hke.27.3a46-8abd.pdf;https://doi.org/10.17895/ices.advice.8221
hke.27.8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hke.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3135
hke.27.8c9a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/hke.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4464
hke.27.8c9a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/hke.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4760
hke.27.8c9a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/hke.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.5886
hke.27.8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/hke.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7776
hom.27.2a4a5b6a7a-ce-k8;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.2a4a5b6a7a-ce-k8.pdf;https://doi.org/10.17895/ices.pub.3026
hom.27.2a4a5b6a7a-ce-k8;2018;28/09/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/hom.27.2a4a5b6a7a-ce-k8.pdf;https://doi.org/10.17895/ices.pub.4535
hom.27.2a4a5b6a7a-ce-k8;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/hom.27.2a4a5b6a7a-ce-k8.pdf;https://doi.org/10.17895/ices.advice.4883
hom.27.2a4a5b6a7a-ce-k8;2020;30/09/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/hom.27.2a4a5b6a7a-ce-k8.pdf;https://doi.org/10.17895/ices.advice.5908
hom.27.2a4a5b6a7a-ce-k8;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/hom.27.2a4a5b6a7a-ce-k8.pdf;https://doi.org/10.17895/ices.advice.7777
hom.27.3a4bc7d;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.3a4bc7d.pdf;https://doi.org/10.17895/ices.pub.3027
hom.27.3a4bc7d;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/hom.27.3a4bc7d.pdf;https://doi.org/10.17895/ices.advice.4884
hom.27.3a4bc7d;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/hom.27.3a4bc7d.pdf;https://doi.org/10.17895/ices.advice.7778
hom.27.9a;2017;14/07/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.9a.pdf;https://doi.org/10.17895/ices.pub.3062
hom.27.9a;2018;13/07/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/hom.27.9a.pdf;https://doi.org/10.17895/ices.pub.4496
hom.27.9a;2019;27/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/hom.27.9a.pdf;https://doi.org/10.17895/ices.advice.4853
hom.27.9a;2020;18/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/hom.27.9a.pdf;https://doi.org/10.17895/ices.advice.5904
hom.27.9a;2021;18/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/hom.27.9a.pdf;https://doi.org/10.17895/ices.advice.7779
jaa.27.10a2;2018;13/07/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/jaa.27.10a2.pdf;https://doi.org/10.17895/ices.pub.4499
jaa.27.10a2;2020;18/12/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/jaa.27.10a2.pdf;https://doi.org/10.17895/ices.advice.7650
ldb.27.7b-k8abd;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ldb.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.pub.3151
ldb.27.7b-k8abd;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ldb.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.pub.4465
ldb.27.7b-k8abd;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ldb.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.4761
ldb.27.7b-k8abd;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ldb.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.5913
ldb.27.7b-k8abd;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ldb.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.7780
ldb.27.8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ldb.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3152
ldb.27.8c9a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/ldb.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4465
ldb.27.8c9a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/ldb.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4762
ldb.27.8c9a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/ldb.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.5859
ldb.27.8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/ldb.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7781
lem.27.3a47d;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lem.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.3153
